system:index,oid,B1,B2,B3,B4,B5,B6,B7,sr_atmos_opacity
LT04_187022_19880515_23,153220120,372.0,594.0,517.0,997.0,850.0,2930.0,549.0,181.0
LT04_187022_19880515_25,153230040,286.0,423.0,275.0,803.0,402.0,2947.0,282.0,103.0
LT04_187022_19880515_26,153230050,397.0,582.0,440.0,2094.0,1395.0,2947.0,658.0,102.0
LT04_187022_19880515_35,154220070,330.0,535.0,364.0,1085.0,800.0,2917.0,360.0,144.0
LT04_187022_19880515_36,154220080,241.0,335.0,232.0,485.0,298.0,2939.0,208.0,140.0
LT04_187022_19880515_37,154230020,279.0,338.0,236.0,368.0,245.0,2956.0,95.0,120.0
LT04_187022_19890603_25,153230040,490.0,508.0,377.0,1289.0,698.0,2921.0,311.0,385.0
LT04_187022_19890603_26,153230050,490.0,637.0,448.0,2244.0,1100.0,2926.0,502.0,385.0
LT04_187022_19890603_35,154220070,530.0,679.0,442.0,2055.0,729.0,2900.0,196.0,412.0
LT04_187022_19890603_36,154220080,489.0,605.0,383.0,1045.0,298.0,2917.0,119.0,386.0
LT04_187022_19890603_37,154230020,494.0,553.0,413.0,871.0,297.0,2926.0,196.0,385.0
LT04_187022_19900622_34,154220020,710.0,896.0,672.0,3898.0,1687.0,2913.0,848.0,850.0
LT04_187022_19900622_35,154220070,829.0,925.0,617.0,1997.0,727.0,2921.0,309.0,787.0
LT04_187022_19920713_36,154220080,649.0,718.0,550.0,880.0,277.0,2951.0,135.0,231.0
LT04_187022_19920713_37,154230020,732.0,1127.0,860.0,1134.0,500.0,2964.0,375.0,232.0
LT04_187022_19920729_25,153230040,550.0,552.0,482.0,1588.0,598.0,2913.0,382.0,175.0
LT04_187022_19920729_26,153230050,570.0,594.0,589.0,2357.0,1051.0,2917.0,546.0,176.0
LT04_187022_19920729_36,154220080,845.0,902.0,772.0,951.0,487.0,2921.0,140.0,191.0
LT04_187022_19920830_23,153220120,755.0,831.0,656.0,1415.0,614.0,2947.0,261.0,343.0
LT04_187022_19920830_25,153230040,811.0,793.0,623.0,1463.0,787.0,2943.0,360.0,407.0
LT04_187022_19920830_26,153230050,756.0,850.0,669.0,2079.0,1209.0,2951.0,512.0,408.0
LT04_187022_19920830_34,154220020,688.0,823.0,692.0,2714.0,1858.0,2939.0,978.0,385.0
LT04_187022_19920830_36,154220080,861.0,940.0,685.0,1064.0,542.0,2934.0,310.0,506.0
LT04_187022_19920830_37,154230020,800.0,861.0,634.0,962.0,436.0,2939.0,209.0,393.0
LT04_187023_19880515_20,153210130,294.0,387.0,378.0,636.0,453.0,2926.0,245.0,193.0
LT04_187023_19880515_21,153210200,370.0,469.0,344.0,1242.0,745.0,2908.0,397.0,188.0
LT04_187023_19880515_22,153220050,344.0,517.0,352.0,839.0,560.0,2917.0,206.0,170.0
LT04_187023_19880515_23,153220120,395.0,635.0,517.0,1080.0,904.0,2930.0,587.0,180.0
LT04_187023_19880515_24,153220190,354.0,483.0,458.0,639.0,558.0,2951.0,433.0,147.0
LT04_187023_19880515_25,153230040,261.0,364.0,259.0,759.0,374.0,2943.0,282.0,144.0
LT04_187023_19880515_26,153230050,374.0,565.0,459.0,2184.0,1426.0,2947.0,698.0,144.0
LT04_187023_19890603_18,153210100,675.0,706.0,502.0,1464.0,674.0,2900.0,389.0,439.0
LT04_187023_19890603_22,153220050,541.0,685.0,477.0,1152.0,420.0,2904.0,151.0,578.0
LT04_187023_19890603_23,153220120,557.0,665.0,539.0,1419.0,533.0,2904.0,350.0,520.0
LT04_187023_19890603_24,153220190,549.0,717.0,620.0,1415.0,510.0,2926.0,234.0,393.0
LT04_187023_19890603_25,153230040,474.0,465.0,378.0,1163.0,617.0,2921.0,272.0,384.0
LT04_187023_19890603_26,153230050,474.0,635.0,448.0,2449.0,1207.0,2930.0,579.0,384.0
LT04_187023_19920713_23,153220120,836.0,938.0,804.0,1926.0,696.0,2934.0,376.0,327.0
LT04_187023_19920713_24,153220190,577.0,683.0,629.0,1218.0,667.0,2960.0,376.0,297.0
LT04_187023_19920729_22,153220050,508.0,621.0,576.0,1114.0,540.0,2913.0,300.0,228.0
LT04_187023_19920729_25,153230040,540.0,542.0,474.0,1539.0,566.0,2913.0,381.0,198.0
LT04_187023_19920729_26,153230050,559.0,585.0,582.0,2394.0,1047.0,2917.0,584.0,198.0
LT04_187023_19920830_25,153230040,817.0,741.0,625.0,1347.0,713.0,2939.0,308.0,411.0
LT04_187023_19920830_26,153230050,763.0,855.0,718.0,2185.0,1276.0,2947.0,561.0,412.0
LT04_188022_19880709_24,153220190,712.0,802.0,626.0,1469.0,548.0,2913.0,200.0,287.0
LT04_188022_19880810_17,153200140,318.0,536.0,355.0,884.0,323.0,2926.0,143.0,166.0
LT04_188022_19880810_20,153210130,344.0,512.0,371.0,2022.0,985.0,2930.0,473.0,204.0
LT04_188022_19880810_22,153220050,351.0,584.0,364.0,533.0,209.0,2926.0,184.0,128.0
LT04_188022_19880810_23,153220120,275.0,460.0,366.0,1181.0,523.0,2926.0,226.0,121.0
LT04_188022_19880810_32,154210040,290.0,371.0,254.0,446.0,238.0,2934.0,102.0,143.0
LT04_188022_19880810_33,154210060,369.0,501.0,399.0,1673.0,845.0,2921.0,393.0,145.0
LT04_188022_19880810_34,154220020,443.0,679.0,583.0,3204.0,2069.0,2926.0,927.0,118.0
LT04_188022_19880810_35,154220070,327.0,354.0,277.0,1145.0,753.0,2913.0,309.0,89.0
LT04_188022_19880810_36,154220080,311.0,523.0,313.0,329.0,241.0,2921.0,145.0,88.0
LT04_188022_19880810_37,154230020,402.0,479.0,383.0,671.0,440.0,2917.0,227.0,77.0
LT04_188022_19890626_17,153200140,363.0,577.0,405.0,1358.0,480.0,2930.0,117.0,385.0
LT04_188022_19890626_19,153210110,642.0,818.0,636.0,2830.0,1227.0,2926.0,574.0,512.0
LT04_188022_19890626_20,153210130,542.0,616.0,436.0,1979.0,1008.0,2930.0,421.0,469.0
LT04_188022_19890626_22,153220050,749.0,901.0,711.0,1305.0,476.0,2926.0,268.0,383.0
LT04_188022_19890626_23,153220120,670.0,817.0,641.0,2039.0,976.0,2926.0,494.0,383.0
LT04_188022_19890626_24,153220190,782.0,896.0,742.0,1873.0,712.0,2921.0,380.0,385.0
LT04_188022_19890626_33,154210060,699.0,799.0,658.0,2197.0,1228.0,2908.0,652.0,462.0
LT04_188022_19890626_35,154220070,719.0,783.0,576.0,1638.0,688.0,2895.0,307.0,383.0
LT04_188022_19890626_36,154220080,801.0,909.0,681.0,1720.0,530.0,2900.0,307.0,382.0
LT04_188022_19890626_37,154230020,1023.0,1107.0,882.0,1591.0,529.0,2908.0,268.0,382.0
LT04_188022_19920704_17,153200140,454.0,600.0,525.0,1445.0,562.0,2908.0,207.0,146.0
LT04_188022_19920704_19,153210110,531.0,787.0,649.0,2587.0,1061.0,2921.0,547.0,159.0
LT04_188022_19920704_20,153210130,424.0,552.0,520.0,1674.0,796.0,2904.0,471.0,147.0
LT04_188022_19920704_22,153220050,404.0,641.0,529.0,1076.0,479.0,2934.0,244.0,110.0
LT04_188022_19920704_24,153220190,504.0,722.0,661.0,1499.0,764.0,2934.0,393.0,84.0
LT04_188022_19920704_32,154210040,407.0,622.0,443.0,717.0,293.0,2951.0,168.0,183.0
LT04_188022_19920704_33,154210060,590.0,790.0,751.0,2083.0,1250.0,2886.0,702.0,163.0
LT04_188023_19880506_21,153210200,681.0,774.0,658.0,1411.0,824.0,2854.0,449.0,360.0
LT04_188023_19880810_17,153200140,327.0,541.0,360.0,755.0,296.0,2926.0,101.0,159.0
LT04_188023_19880810_18,153210100,395.0,442.0,387.0,778.0,374.0,2930.0,180.0,258.0
LT04_188023_19880810_20,153210130,313.0,490.0,352.0,2081.0,1018.0,2930.0,475.0,253.0
LT04_188023_19880810_21,153210200,420.0,522.0,415.0,1768.0,812.0,2917.0,433.0,275.0
LT04_188023_19890626_17,153200140,367.0,581.0,408.0,1278.0,453.0,2930.0,118.0,385.0
LT04_188023_19890626_19,153210110,683.0,846.0,662.0,2932.0,1277.0,2926.0,613.0,449.0
LT04_188023_19890626_20,153210130,591.0,653.0,469.0,2053.0,1113.0,2930.0,459.0,397.0
LT04_188023_19890626_21,153210200,573.0,698.0,506.0,1965.0,900.0,2921.0,383.0,384.0
LT04_188023_19920618_17,153200140,298.0,412.0,335.0,1141.0,366.0,2913.0,165.0,193.0
LT04_188023_19920618_18,153210100,303.0,390.0,316.0,939.0,341.0,2913.0,239.0,144.0
LT04_188023_19920618_19,153210110,356.0,584.0,446.0,2378.0,962.0,2926.0,425.0,146.0
LT04_188023_19920618_20,153210130,340.0,507.0,415.0,1406.0,729.0,2913.0,314.0,142.0
LT04_188023_19920618_21,153210200,351.0,513.0,452.0,1903.0,856.0,2908.0,351.0,120.0
LT04_188023_19920704_17,153200140,455.0,600.0,493.0,1135.0,460.0,2908.0,209.0,144.0
LT04_188023_19920704_18,153210100,409.0,501.0,410.0,1045.0,481.0,2908.0,284.0,177.0
LT04_188023_19920704_19,153210110,538.0,819.0,677.0,2615.0,1122.0,2921.0,590.0,182.0
LT04_188023_19920704_20,153210130,413.0,543.0,514.0,1689.0,828.0,2904.0,474.0,168.0
LT04_188023_19920704_21,153210200,474.0,704.0,615.0,2042.0,1144.0,2908.0,550.0,153.0
LT04_188023_19920720_17,153200140,453.0,717.0,517.0,1023.0,394.0,2917.0,136.0,234.0
LT04_188023_19920720_20,153210130,532.0,658.0,541.0,1753.0,900.0,2926.0,502.0,251.0
LT04_189022_19880513_17,153200140,335.0,481.0,424.0,1003.0,694.0,2877.0,321.0,144.0
LT04_189022_19880513_32,154210040,291.0,423.0,310.0,532.0,353.0,2904.0,245.0,89.0
LT04_189022_19880513_33,154210060,359.0,548.0,513.0,1281.0,1426.0,2913.0,698.0,70.0
LT04_189023_19880513_4,152180080,521.0,675.0,585.0,829.0,667.0,2934.0,592.0,275.0
LT04_189023_19880513_16,153190080,749.0,995.0,988.0,2144.0,1635.0,2960.0,1092.0,193.0
LT04_191023_19920709_5,153150060,640.0,801.0,729.0,1665.0,1346.0,2989.0,672.0,275.0
LT04_191023_19920709_9,153160050,410.0,459.0,341.0,759.0,214.0,2964.0,91.0,193.0
LT04_191023_19920709_10,153160060,700.0,874.0,561.0,1438.0,639.0,2972.0,282.0,127.0
LT04_191023_19920709_11,153170020,382.0,493.0,471.0,921.0,455.0,2977.0,282.0,82.0
LT04_191023_19920709_12,153170080,492.0,658.0,577.0,925.0,587.0,3001.0,395.0,61.0
LT04_191023_19920709_13,153170090,518.0,803.0,859.0,1270.0,533.0,2960.0,357.0,71.0
LT04_191023_19920725_5,153150060,529.0,709.0,617.0,1481.0,898.0,2993.0,498.0,160.0
LT04_191023_19920725_6,153150140,419.0,452.0,367.0,3109.0,1118.0,2960.0,377.0,171.0
LT04_191023_19920725_7,153150160,395.0,604.0,425.0,1134.0,308.0,2956.0,175.0,192.0
LT04_191023_19920725_8,153160040,468.0,595.0,419.0,1390.0,535.0,2964.0,257.0,125.0
LT04_191023_19920725_9,153160050,370.0,359.0,289.0,415.0,253.0,2956.0,96.0,191.0
LT04_191023_19920725_10,153160060,514.0,686.0,423.0,1346.0,614.0,2956.0,295.0,203.0
LT04_191023_19920725_11,153170020,629.0,723.0,666.0,1253.0,527.0,2964.0,334.0,192.0
LT04_191023_19920725_12,153170080,502.0,605.0,597.0,1093.0,560.0,2968.0,453.0,81.0
LT04_191023_19920725_13,153170090,661.0,866.0,954.0,1294.0,611.0,2939.0,334.0,130.0
LT04_191024_19920709_0,151160030,365.0,441.0,428.0,1144.0,606.0,2964.0,280.0,99.0
LT04_191024_19920709_2,152150060,476.0,628.0,519.0,2126.0,1035.0,2985.0,472.0,247.0
LT04_191024_19920725_0,151160030,368.0,526.0,432.0,1201.0,578.0,2972.0,292.0,149.0
LT04_191024_19920725_2,152150060,392.0,515.0,422.0,2051.0,970.0,3001.0,533.0,193.0
LT04_192022_19880822_9,153160050,346.0,548.0,319.0,336.0,221.0,2908.0,21.0,122.0
LT04_192022_19880822_28,154170050,448.0,732.0,584.0,1396.0,677.0,2900.0,371.0,132.0
LT04_192022_19880907_9,153160050,489.0,480.0,367.0,552.0,236.0,2873.0,67.0,191.0
LT04_192022_19880907_27,154160010,444.0,556.0,431.0,2551.0,1178.0,2882.0,551.0,160.0
LT04_192022_19900422_9,153160050,780.0,796.0,665.0,851.0,354.0,2836.0,300.0,576.0
LT04_192022_19900422_27,154160010,836.0,841.0,748.0,1472.0,918.0,2850.0,525.0,505.0
LT04_192022_19900422_28,154170050,663.0,869.0,851.0,1189.0,673.0,2886.0,437.0,316.0
LT04_192022_19900625_9,153160050,322.0,438.0,235.0,618.0,259.0,2895.0,90.0,144.0
LT04_192022_19900625_27,154160010,396.0,584.0,422.0,2795.0,1034.0,2908.0,571.0,160.0
LT04_192023_19880822_2,152150060,395.0,523.0,378.0,2379.0,1130.0,2939.0,445.0,136.0
LT04_192023_19880822_7,153150160,290.0,374.0,253.0,566.0,340.0,2904.0,108.0,93.0
LT04_192023_19880822_8,153160040,322.0,513.0,366.0,569.0,282.0,2913.0,66.0,100.0
LT04_192023_19880822_9,153160050,361.0,556.0,327.0,342.0,252.0,2917.0,22.0,106.0
LT04_192023_19880822_10,153160060,293.0,389.0,338.0,793.0,371.0,2913.0,152.0,70.0
LT04_192023_19880907_5,153150060,402.0,504.0,430.0,767.0,933.0,2904.0,497.0,153.0
LT04_192023_19880907_8,153160040,327.0,344.0,254.0,593.0,232.0,2886.0,15.0,246.0
LT04_192023_19880907_10,153160060,666.0,652.0,468.0,1052.0,430.0,2895.0,159.0,245.0
LT04_192023_19900422_1,152140030,671.0,678.0,492.0,795.0,276.0,2831.0,132.0,398.0
LT04_192023_19900422_6,153150140,802.0,869.0,688.0,1410.0,455.0,2850.0,520.0,424.0
LT04_192023_19900422_7,153150160,550.0,572.0,443.0,525.0,115.0,2836.0,41.0,486.0
LT04_192023_19900524_1,152140030,261.0,398.0,228.0,699.0,260.0,2904.0,52.0,176.0
LT04_192023_19900524_2,152150060,829.0,894.0,629.0,2687.0,1012.0,2943.0,536.0,443.0
LT04_192023_19900524_5,153150060,320.0,450.0,337.0,978.0,470.0,2943.0,239.0,154.0
LT04_192023_19900524_6,153150140,297.0,488.0,336.0,3032.0,985.0,2895.0,424.0,156.0
LT04_192023_19900524_10,153160060,950.0,1015.0,778.0,2300.0,750.0,2904.0,348.0,186.0
LT04_192024_19880518_2,152150060,731.0,866.0,671.0,2048.0,1188.0,2934.0,659.0,384.0
LT04_192024_19880705_2,152150060,328.0,619.0,388.0,2516.0,1036.0,2960.0,425.0,79.0
LT04_192024_19880822_2,152150060,376.0,465.0,365.0,1985.0,1043.0,2939.0,359.0,171.0
LT04_192024_19900524_2,152150060,848.0,910.0,643.0,2350.0,852.0,2939.0,422.0,406.0
LT04_193023_19880509_1,152140030,268.0,366.0,329.0,806.0,327.0,2868.0,171.0,30.0
